Instance Name;Score;Cluster num;Total Distance;TMAX;Runtime;Path;Cluster Function type;Gen
11berlin52_T60_p2.sop;542.6270175188735;11;2324.2217364716844;2424;31.109103202819824;[18, 31, 3, 17, 7, 2, 42, 21, 30, 23, 20, 50];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];400
11berlin52_T80_p1.sop;17.689732694549132;11;3218.0657747179534;3232;29.750057458877563;[45, 19, 8, 41, 3, 18, 31, 42, 2, 7, 21, 23, 30, 29, 20, 50, 44, 35, 36, 49];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];400
14st70_T40_p2.sop;627.0000000000003;14;112.64707155966083;126;27.968750715255737;[29, 13, 70, 31, 69, 35, 59, 63, 66, 22, 38, 23, 36];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];300
11berlin52_T40_p2.sop;273.78395367422894;11;1587.8328287884055;1616;16.049880743026733;[19, 41, 8, 45, 3, 17, 18, 31, 22];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];200
11berlin52_T80_p2.sop;729.0684127650499;11;3160.892219939544;3232;17.889360189437866;[42, 2, 7, 17, 19, 3, 18, 31, 21, 30, 29, 50, 20, 23];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];200
14st70_T40_p1.sop;13.572066159015812;14;112.39766020059221;126;28.608014822006226;[16, 47, 38, 22, 66, 63, 59, 69, 31, 70, 29, 13, 23, 36];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];300
11berlin52_T80_p1.sop;15.869235786557704;11;3125.4555825414373;3232;22.726068258285522;[49, 36, 45, 32, 43, 10, 9, 8, 41, 19, 3, 17, 21, 18, 31, 23, 20, 50];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];300
11berlin52_T60_p2.sop;616.9776166479938;11;2423.50767035177;2424;25.216814279556274;[19, 41, 8, 9, 10, 43, 45, 3, 17, 18, 31, 22, 49];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];300
14st70_T40_p2.sop;515.7215583326059;14;114.6202983892545;126;19.27559995651245;[38, 59, 22, 63, 35, 69, 31, 70, 29, 13, 23, 36];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];200
11berlin52_T40_p1.sop;10.67363069835191;11;1615.8277536412277;1616;35.697190284729004;[23, 31, 18, 3, 41, 8, 19, 45, 32, 49, 34, 35, 36, 22];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];500
